0.9094 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
108.2871 	EXP 	fixation: autoDraw = False
108.2871 	EXP 	target: autoDraw = False
108.2871 	EXP 	distr: autoDraw = False
108.2871 	EXP 	distr: autoDraw = False
108.2871 	EXP 	distr: autoDraw = False
108.2871 	EXP 	distr: autoDraw = False
108.2871 	EXP 	distr: autoDraw = False
108.2871 	EXP 	distr: autoDraw = True
108.2871 	EXP 	distr: autoDraw = True
108.2871 	EXP 	distr: autoDraw = True
108.2871 	EXP 	distr: autoDraw = True
108.2871 	EXP 	distr: autoDraw = True
108.2871 	EXP 	fixation: autoDraw = True
108.2871 	EXP 	target: autoDraw = True
108.3863 	DATA 	Mouse:  Left button up, pos=(801,351)
109.6187 	DATA 	Mouse: Left button down, pos=(1021,94)
109.6227 	EXP 	New trial (rep=54, index=0): None
109.6246 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=250, pos=array([-0.01656489,  0.43101424]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
109.6260 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=250, pos=array([-0.35069097, -0.34938459]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
109.6273 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=82, pos=array([-0.08356454, -0.3929308 ]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
109.6286 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=26, pos=array([-0.03806499, -0.23573737]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
109.6299 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=43, pos=array([-0.08226559,  0.2030031 ]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
109.6442 	EXP 	fixation: autoDraw = False
109.6442 	EXP 	target: autoDraw = False
109.6442 	EXP 	distr: autoDraw = False
109.6442 	EXP 	distr: autoDraw = False
109.6442 	EXP 	distr: autoDraw = False
109.6442 	EXP 	distr: autoDraw = False
109.6442 	EXP 	distr: autoDraw = False
109.6442 	EXP 	distr: autoDraw = True
109.6442 	EXP 	distr: autoDraw = True
109.6442 	EXP 	distr: autoDraw = True
109.6442 	EXP 	distr: autoDraw = True
109.6442 	EXP 	distr: autoDraw = True
109.6442 	EXP 	fixation: autoDraw = True
109.6442 	EXP 	target: autoDraw = True
109.8024 	DATA 	Mouse:  Left button up, pos=(1021,94)
111.2114 	DATA 	Mouse: Left button down, pos=(447,170)
111.2152 	EXP 	New trial (rep=55, index=0): None
111.2172 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=138, pos=array([0.0858956 , 0.30383462]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
111.2187 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=295, pos=array([-0.02746346,  0.28781001]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
111.2200 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=195, pos=array([ 0.36626456, -0.27051479]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
111.2213 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=313, pos=array([0.18710439, 0.48444518]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
111.2226 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=209, pos=array([-0.36362989,  0.43967951]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
111.2293 	EXP 	fixation: autoDraw = False
111.2293 	EXP 	target: autoDraw = False
111.2293 	EXP 	distr: autoDraw = False
111.2293 	EXP 	distr: autoDraw = False
111.2293 	EXP 	distr: autoDraw = False
111.2293 	EXP 	distr: autoDraw = False
111.2293 	EXP 	distr: autoDraw = False
111.2293 	EXP 	distr: autoDraw = True
111.2293 	EXP 	distr: autoDraw = True
111.2293 	EXP 	distr: autoDraw = True
111.2293 	EXP 	distr: autoDraw = True
111.2293 	EXP 	distr: autoDraw = True
111.2293 	EXP 	fixation: autoDraw = True
111.2293 	EXP 	target: autoDraw = True
111.3285 	DATA 	Mouse:  Left button up, pos=(447,170)
112.8285 	DATA 	Mouse: Left button down, pos=(282,653)
112.8325 	EXP 	New trial (rep=56, index=0): None
112.8343 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=19, pos=array([-0.31786185, -0.12944732]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
112.8358 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=190, pos=array([-0.44502387, -0.43032333]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
112.8371 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=295, pos=array([ 0.26256247, -0.15483757]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
112.8384 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=304, pos=array([0.4808097 , 0.21752468]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
112.8397 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=2, pos=array([-0.28211531,  0.2969894 ]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
112.8411 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=224, pos=array([ 0.11647302, -0.36991976]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
112.8424 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=143, pos=array([ 0.1044873 , -0.13136356]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
112.8437 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=161, pos=array([ 0.37522273, -0.18572581]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
112.8450 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=350, pos=array([-0.04163185,  0.27130964]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
112.8462 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=193, pos=array([-0.18919129, -0.2024364 ]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
112.8536 	EXP 	fixation: autoDraw = False
112.8536 	EXP 	target: autoDraw = False
112.8536 	EXP 	distr: autoDraw = False
112.8536 	EXP 	distr: autoDraw = False
112.8536 	EXP 	distr: autoDraw = False
112.8536 	EXP 	distr: autoDraw = False
112.8536 	EXP 	distr: autoDraw = False
112.8536 	EXP 	distr: autoDraw = True
112.8536 	EXP 	distr: autoDraw = True
112.8536 	EXP 	distr: autoDraw = True
112.8536 	EXP 	distr: autoDraw = True
112.8536 	EXP 	distr: autoDraw = True
112.8536 	EXP 	distr: autoDraw = True
112.8536 	EXP 	distr: autoDraw = True
112.8536 	EXP 	distr: autoDraw = True
112.8536 	EXP 	distr: autoDraw = True
112.8536 	EXP 	distr: autoDraw = True
112.8536 	EXP 	fixation: autoDraw = True
112.8536 	EXP 	target: autoDraw = True
112.9279 	DATA 	Mouse:  Left button up, pos=(282,653)
114.3110 	DATA 	Mouse: Left button down, pos=(587,850)
114.3148 	EXP 	New trial (rep=57, index=0): None
114.3168 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=48, pos=array([0.0826147 , 0.22642534]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
114.3182 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=18, pos=array([0.27186643, 0.30264262]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
114.3196 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=221, pos=array([ 0.02732557, -0.23969163]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
114.3209 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=257, pos=array([0.45566654, 0.39094649]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
114.3221 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=125, pos=array([-0.12105077, -0.03243951]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
114.3235 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=276, pos=array([0.33672456, 0.176901  ]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
114.3248 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=207, pos=array([0.19219755, 0.49184933]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
114.3261 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=237, pos=array([-0.18010516,  0.12146804]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
114.3273 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=187, pos=array([0.48147391, 0.00231276]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
114.3286 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=136, pos=array([-0.39835081,  0.0070385 ]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
114.3358 	EXP 	fixation: autoDraw = False
114.3358 	EXP 	target: autoDraw = False
114.3358 	EXP 	distr: autoDraw = False
114.3358 	EXP 	distr: autoDraw = False
114.3358 	EXP 	distr: autoDraw = False
114.3358 	EXP 	distr: autoDraw = False
114.3358 	EXP 	distr: autoDraw = False
114.3358 	EXP 	distr: autoDraw = False
114.3358 	EXP 	distr: autoDraw = False
114.3358 	EXP 	distr: autoDraw = False
114.3358 	EXP 	distr: autoDraw = False
114.3358 	EXP 	distr: autoDraw = False
114.3358 	EXP 	distr: autoDraw = True
114.3358 	EXP 	distr: autoDraw = True
114.3358 	EXP 	distr: autoDraw = True
114.3358 	EXP 	distr: autoDraw = True
114.3358 	EXP 	distr: autoDraw = True
114.3358 	EXP 	distr: autoDraw = True
114.3358 	EXP 	distr: autoDraw = True
114.3358 	EXP 	distr: autoDraw = True
114.3358 	EXP 	distr: autoDraw = True
114.3358 	EXP 	distr: autoDraw = True
114.3358 	EXP 	fixation: autoDraw = True
114.3358 	EXP 	target: autoDraw = True
114.4290 	DATA 	Mouse:  Left button up, pos=(587,850)
115.7026 	DATA 	Mouse: Left button down, pos=(522,870)
115.7063 	EXP 	New trial (rep=58, index=0): None
115.7082 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=61, pos=array([-0.18162168,  0.3098271 ]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
115.7095 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=307, pos=array([-0.30062403,  0.36993399]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
115.7109 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=23, pos=array([-0.44787317,  0.38424706]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
115.7121 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=354, pos=array([ 0.19858771, -0.39686191]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
115.7134 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=316, pos=array([-0.32982344, -0.19720408]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
115.7200 	EXP 	fixation: autoDraw = False
115.7200 	EXP 	target: autoDraw = False
115.7200 	EXP 	distr: autoDraw = False
115.7200 	EXP 	distr: autoDraw = False
115.7200 	EXP 	distr: autoDraw = False
115.7200 	EXP 	distr: autoDraw = False
115.7200 	EXP 	distr: autoDraw = False
115.7200 	EXP 	distr: autoDraw = False
115.7200 	EXP 	distr: autoDraw = False
115.7200 	EXP 	distr: autoDraw = False
115.7200 	EXP 	distr: autoDraw = False
115.7200 	EXP 	distr: autoDraw = False
115.7200 	EXP 	distr: autoDraw = True
115.7200 	EXP 	distr: autoDraw = True
115.7200 	EXP 	distr: autoDraw = True
115.7200 	EXP 	distr: autoDraw = True
115.7200 	EXP 	distr: autoDraw = True
115.7200 	EXP 	fixation: autoDraw = True
115.7200 	EXP 	target: autoDraw = True
115.8306 	DATA 	Mouse:  Left button up, pos=(522,870)
117.2859 	DATA 	Mouse: Left button down, pos=(1057,723)
117.2898 	EXP 	New trial (rep=59, index=0): None
117.2919 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=198, pos=array([ 0.09840776, -0.19894663]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
117.2933 	EXP 	Created distr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='distr', opacity=1.0, ori=101, pos=array([0.22578575, 0.49059472]), rgb=UNKNOWN, text='L', units='height', win=Window(...), wrapWidth=1)
